,mean_deceleration,speed_difference,speed_end,ego_min_acc
0,0.6495219028806447,1.720940465199968,14.971352592886136,-1.2627722708113043
1,1.4638529732848649,1.4931300327505355,15.007196007083316,-1.891607222138541
2,1.8649734253170953,6.9004016736729135,27.102286553878425,-1.1430888984920218
3,0.3717766940232884,0.8364975615523988,5.304026292262405,-1.992469477472504
4,1.2340970987803308,8.465906097632665,8.631147509317081,-1.6920062386420436
5,0.4793015938619076,1.5816952597443823,12.339860263626159,-1.4087127431347692
6,0.29319753131992715,1.970692428080758,11.163754522655315,-1.2874848411970343
7,0.8239284080037856,5.074310319130328,8.773017481450262,-1.6600026700920711
8,2.0364286197555836,3.7391397927242345,14.144918897094161,-1.2596831146222165
9,0.41559263014322234,3.7779616526670416,9.99229704641493,-1.6771221210989053
10,1.15157683670708,2.8559105550330557,9.168444080156931,-1.0851672742153544
11,0.7447269751598093,3.299140499958172,10.388268766875075,-1.3505715487231325
12,2.121483761238882,9.63153627602252,13.03046907833452,-1.0070373904610346
13,0.14150850978367013,0.16131970115355898,16.054170338221873,-1.3462607256882753
14,0.32914879901752087,0.4682018111669173,29.154818998810786,-1.005627987278504
15,0.4472377641448472,2.822070291753758,6.914742083439044,-1.0881767752837412
16,0.38594318145595186,5.468814881230866,16.133933825987395,-1.324167003559506
17,0.7192638930741919,3.2851136343979395,7.283786248527546,-1.1645025599499885
18,1.0467588493066138,6.730659401041832,5.885223054939381,-1.4839246422144257
19,1.6280206546372926,4.493337006799283,11.622252616127383,-1.2715172735383904
20,0.3713767666039543,5.597528916702032,10.62551235009029,-1.2395470002239315
21,0.3402081386198621,2.9174124944226847,12.955860998151413,-1.139187578236803
22,1.2720295740641037,1.6536384462824092,6.2232104717394545,-2.020055044729709
23,0.4684174778484984,2.8760833139895077,15.135581013031988,-1.47429950013614
24,1.353446816789915,7.980540221330418,6.3776987400861085,-1.6190856487716567
25,0.3432778122385442,0.7037195150887658,11.38207183064472,-1.3188895148877466
26,0.786965422734258,1.8100204722882207,15.517845421228232,-1.051878146337735
27,0.23877812228005899,0.3199626838553138,1.4303164128413939,-1.8294234771237334
